arch,fold,epoch,train_loss,val_f1,val_acc,val_kappa
DeepSleepNet,5,34,0.25730752727335704,0.6033715575746307,0.7444064781876053,0.5765763557506948
DeepSleepNet,5,35,0.25362078304645325,0.6245459233861649,0.7513808275603819,0.5843272223057786
DeepSleepNet,5,36,0.24785558233428964,0.6296695812717523,0.7156197341321849,0.5419718273129768
DeepSleepNet,5,37,0.24604656125857324,0.5942486572588831,0.6857798165137615,0.5080407908226958
DeepSleepNet,5,38,0.24175239008840477,0.698845247373429,0.8188775510204082,0.680463774212129
DeepSleepNet,5,39,0.23453818930581155,0.6355526395694182,0.7776633589215503,0.6177625713146744
DeepSleepNet,5,40,0.23327156715457426,0.6804393760760641,0.8067075454034824,0.662569890277852
DeepSleepNet,5,41,0.22887513338649784,0.6587800478242318,0.7875163826998689,0.632961788424112
DeepSleepNet,5,42,0.22572750849504358,0.6611088569123051,0.801605504587156,0.6541109645104235
DeepSleepNet,5,43,0.22076640857550306,0.6422794741159767,0.7705719902639955,0.6092100121277472
DeepSleepNet,5,44,0.21591489208709985,0.6439640089440019,0.7947247706422018,0.6418530573765608
DeepSleepNet,5,45,0.21502364167204338,0.6632351896773967,0.8115053360793859,0.6654637132566955
DeepSleepNet,5,46,0.21070588329274223,0.6272692702022261,0.780869687324471,0.6221543570146431
DeepSleepNet,5,47,0.20814508394472273,0.6497444488010277,0.7919631155214379,0.6363238190596299
DeepSleepNet,5,48,0.20559999220442854,0.6681873253457414,0.796597079198652,0.6470374295129753
DeepSleepNet,5,49,0.20379376951931225,0.6851865666323589,0.8215221868563939,0.6808844646951564
DeepSleepNet,5,50,0.19874426356520403,0.6373367913077891,0.735723647257068,0.5679781763641738
DeepSleepNet,6,1,0.8222994884574484,0.2099192764790406,0.14299997674797127,0.06563857631421899
DeepSleepNet,6,2,0.5581868896570691,0.2736828733356598,0.18880647336480108,0.09579139331533404
DeepSleepNet,6,3,0.5092555985744102,0.31931444307870527,0.1953402934406027,0.1059385753036618
DeepSleepNet,6,4,0.4752809803517364,0.22289653406163304,0.1799009463575697,0.07388228818145115
DeepSleepNet,6,5,0.45217012788247457,0.2652776200738235,0.20238565814867346,0.08955293376969131
DeepSleepNet,6,6,0.4346626115645739,0.30751652242150246,0.25140093473155534,0.1184402553497953
DeepSleepNet,6,7,0.4193331082980285,0.28731751822604545,0.25419117818029624,0.11421916249833142
DeepSleepNet,6,8,0.4060556351256406,0.49681771857678525,0.5016625200548748,0.3089168843250849
DeepSleepNet,6,9,0.3949496639334759,0.3519719087496242,0.31766921663915176,0.15321212069323964
DeepSleepNet,6,10,0.38355099062076287,0.39930150815771137,0.36061571372102214,0.19553214390522056
DeepSleepNet,6,11,0.37479618678339655,0.4481306431941867,0.41228172158020787,0.23984927962917002
DeepSleepNet,6,12,0.3666148721231348,0.4851374682801322,0.4934080498523496,0.31041467276293855
DeepSleepNet,6,13,0.3596346937192863,0.45166573705780716,0.38096123886809125,0.21962836238559613
DeepSleepNet,6,14,0.3529715121718244,0.46096464712642493,0.49559374055386335,0.2896892901952979
DeepSleepNet,6,15,0.3444967162622223,0.5299892514326915,0.5676052735601181,0.366924968957021
DeepSleepNet,6,16,0.3385430931636732,0.48185327886490886,0.5266351989211059,0.32190644292985515
DeepSleepNet,6,17,0.3335236971888057,0.41612148652461567,0.4130257864998721,0.24092514201966153
DeepSleepNet,6,18,0.327087650749898,0.5423819918330939,0.5598623479898621,0.3653204023461021
DeepSleepNet,6,19,0.3213697626034924,0.49186706410977743,0.5497012114306973,0.3408059001107626
DeepSleepNet,6,20,0.3129951665560677,0.5165926887798559,0.5909270583858441,0.39380991259175113
DeepSleepNet,6,21,0.30808155902765266,0.5419140796217203,0.5849977910572698,0.3868405795255152
DeepSleepNet,6,22,0.3042213874422524,0.5129677912938185,0.52833259701909,0.34192037643322093
DeepSleepNet,6,23,0.29691676425049535,0.5784963912491701,0.6524984304880601,0.4538128379532965
DeepSleepNet,6,24,0.29110300219790924,0.5669668277424765,0.6095286813774502,0.40965077348804246
DeepSleepNet,6,25,0.2863049155735427,0.5993625134186127,0.7012346827260678,0.5078683456756246
DeepSleepNet,6,26,0.2798499854248739,0.594220198745328,0.6403376194572976,0.4440982916227839
DeepSleepNet,6,27,0.2754695870332172,0.5951789853551462,0.6686585904620178,0.47137909986334303
DeepSleepNet,6,28,0.27529928487326416,0.5487328262518674,0.6395935545376334,0.43262342181899704
DeepSleepNet,6,29,0.2659060884861243,0.592462014373113,0.6656823307833608,0.46532648876485416
DeepSleepNet,6,30,0.2596002007358928,0.5793079957762923,0.664682493547562,0.4600585263754956
DeepSleepNet,6,31,0.25892339704773315,0.582370652579917,0.6628688353058805,0.46191148787948766
DeepSleepNet,6,32,0.25433390921823784,0.5901589994511667,0.6747273699630293,0.4801975623281284
DeepSleepNet,6,33,0.24982969570948713,0.6059245256900601,0.6880507824307671,0.4966363844178352
DeepSleepNet,6,34,0.24442081599188295,0.5675582005994444,0.6465924151882252,0.4451330702923255
DeepSleepNet,6,35,0.23994684910835468,0.5959804183431423,0.6973748459553096,0.5008702070240783
DeepSleepNet,6,36,0.23561654372939042,0.6116072246348321,0.7239286627758272,0.5339963242973542
DeepSleepNet,6,37,0.2343437072115635,0.6086179491072643,0.7226498011951543,0.5337611070683921
DeepSleepNet,6,38,0.22852761767177665,0.6136974952575607,0.716999558211454,0.5279261124837497
DeepSleepNet,6,39,0.2253622575981976,0.6023455872153101,0.7404841072383566,0.5525162698735822
DeepSleepNet,6,40,0.21967021589861807,0.6237947797323149,0.7563419908387007,0.5753816402325715
DeepSleepNet,6,41,0.220296505687361,0.6118725980429531,0.7211384193270863,0.5310639698973993
DeepSleepNet,6,42,0.21369736853425633,0.5952423171622204,0.7102099658195178,0.5194247441926148
DeepSleepNet,6,43,0.21167736149660937,0.6171530986313734,0.7190224847117911,0.5315953046632026
DeepSleepNet,6,44,0.20665049452495027,0.6300761103062572,0.7408561396981886,0.5572533109639111
DeepSleepNet,6,45,0.2031683001772969,0.6231694434650296,0.7581556490803822,0.577494072318127
DeepSleepNet,6,46,0.20195450992624178,0.6186526934492745,0.7254400446438952,0.5365944872505466
DeepSleepNet,6,47,0.1983310132261927,0.6365099671821434,0.7622945101960146,0.5848710739810951
DeepSleepNet,6,48,0.19490612480140596,0.6182862236098015,0.7268584183970052,0.5370746154447193
DeepSleepNet,6,49,0.19309326927241396,0.618608839136787,0.7608296323854257,0.5807230678747657
DeepSleepNet,6,50,0.18817035244949118,0.6193426244666622,0.7364615062664217,0.5503953818744538
DeepSleepNet,7,1,0.8060142156853551,0.24377250195665295,0.17942633099463476,0.0838426929643038
DeepSleepNet,7,2,0.5563191216172402,0.3356338876391966,0.33610193974411884,0.18762819274606835
DeepSleepNet,7,3,0.509291843927287,0.36444904633771624,0.3987825010317788,0.2180638153723996
DeepSleepNet,7,4,0.4776015727631243,0.4261050419884391,0.4646873710276517,0.2773542642483744
DeepSleepNet,7,5,0.45326762478546434,0.4869951612929128,0.5064228229467602,0.3141126869924318
DeepSleepNet,7,6,0.4375118262222761,0.39377549071425,0.46086978951712754,0.2754289837451277
DeepSleepNet,7,7,0.4223480046126898,0.37206865845335274,0.43579756500206357,0.24212021637827252
DeepSleepNet,7,8,0.4112102997415416,0.44243340472692483,0.5523885678910442,0.350014343303107
DeepSleepNet,7,9,0.3997517692310667,0.4618964386632284,0.5581665290961618,0.35522987673364503
DeepSleepNet,7,10,0.3894809573759078,0.4763074723612938,0.6039517127527858,0.3985598813940803
DeepSleepNet,7,11,0.380798364638187,0.44170889328945967,0.5492416425918283,0.3471929275069159
DeepSleepNet,7,12,0.37333521033984896,0.5139414938755479,0.569903012794057,0.3721445581444245
DeepSleepNet,7,13,0.36230475607920776,0.5251849821335047,0.5824907139909203,0.38736323053055
DeepSleepNet,7,14,0.3590887096103432,0.46408098697419653,0.5344614114733801,0.3361702585000015
DeepSleepNet,7,15,0.3521569154551343,0.5358551967534891,0.5880623194387123,0.4000458082558198
DeepSleepNet,7,16,0.34421047570122626,0.5194767274240013,0.5919056954189021,0.3900508539993719
DeepSleepNet,7,17,0.3347120752352753,0.477490018177137,0.5833161370202229,0.37004830293148805
DeepSleepNet,7,18,0.3294703250559951,0.590810398490748,0.7125206355757325,0.5301502514778618
DeepSleepNet,7,19,0.32267542133680627,0.542521331117659,0.690027858027239,0.49341598530404485
DeepSleepNet,7,20,0.31859504262424965,0.5355177940986426,0.6279147750722245,0.4279983261454331
DeepSleepNet,7,21,0.31393516261843923,0.5900728763350578,0.720671687990095,0.5317685122540953
DeepSleepNet,7,22,0.3077183303997872,0.582398749845387,0.7107666116384647,0.5252537924638742
DeepSleepNet,7,23,0.3036081734144019,0.5654612808367714,0.7161834502682625,0.526057074358707
DeepSleepNet,7,24,0.29688227400399847,0.5693735454049796,0.6656004952538176,0.47304989244962214
DeepSleepNet,7,25,0.2916299489667239,0.6050662475327876,0.7579446966570367,0.5785719599172222
DeepSleepNet,7,26,0.2861042721359135,0.5457351530517369,0.6855654147750723,0.48394293513999964
DeepSleepNet,7,27,0.2821833356220556,0.585503529378029,0.7481170037144036,0.5640355434992734
DeepSleepNet,7,28,0.27700549341392355,0.5669155486641774,0.7288227404044573,0.5415949789252881
DeepSleepNet,7,29,0.27279128247738693,0.6067800444185341,0.7391147338010731,0.5547888452825203
DeepSleepNet,7,30,0.2671457674494824,0.6115929677018868,0.7588732975650021,0.582604181616545
DeepSleepNet,7,31,0.264893244678151,0.6052983820705216,0.7282294676021461,0.540968255510195
DeepSleepNet,7,32,0.2586849549878929,0.6256122367184905,0.7589764754436649,0.5824143055352586
DeepSleepNet,7,33,0.25681220256945037,0.6249053027261939,0.757918902187371,0.5836030820673201
DeepSleepNet,7,34,0.2514085643015067,0.6444344121616528,0.7965332232769294,0.6311211930200491
DeepSleepNet,7,35,0.24670477847188596,0.6418398954002406,0.7969201403219149,0.6349755125652619
DeepSleepNet,7,36,0.24282624155131657,0.620608758683244,0.7348328518365662,0.5481032071281178
DeepSleepNet,7,37,0.23832017078462492,0.6352912291235013,0.7820883202641353,0.6113056005581157
DeepSleepNet,7,38,0.2338722978774422,0.65245745081379,0.8064898885678911,0.6487578100103522
DeepSleepNet,7,39,0.22933128830657937,0.6487311092848239,0.7856737515476682,0.6206780181649532
DeepSleepNet,7,40,0.22532959340403227,0.6709931201316219,0.8154921584812216,0.66401075628885
DeepSleepNet,7,41,0.22299803767850482,0.6490766920122262,0.7918644242674371,0.6284196544447259
DeepSleepNet,7,42,0.21914061288776263,0.6654046710437816,0.7926124638877424,0.6312383552916551
DeepSleepNet,7,43,0.21515949294187228,0.6861581740692343,0.8303755674783326,0.6872584021495709
DeepSleepNet,7,44,0.21146992602019896,0.6767504369888914,0.8242106892282295,0.6737177753290591
DeepSleepNet,7,45,0.21008865544986793,0.7000745315851108,0.8207542302930252,0.6716109144991109
DeepSleepNet,7,46,0.2062335511096672,0.6760005951348715,0.8060771770532398,0.6485126204116314
DeepSleepNet,7,47,0.2024240207424247,0.6587270116909472,0.8281056541477507,0.6812087592753537
DeepSleepNet,7,48,0.20011756472952477,0.6974475123666075,0.8282862154354107,0.6832919336411996
DeepSleepNet,7,49,0.19652016120611526,0.6576413169473021,0.8188712340074288,0.6672000078240039
DeepSleepNet,7,50,0.1947098370700916,0.6479294443879352,0.7787092447379282,0.6123184364398999
DeepSleepNet,8,1,0.8222894241905663,0.32634877784891253,0.28455697631749793,0.1554804452448344
DeepSleepNet,8,2,0.5707512240460578,0.3641307577904063,0.34809608490699184,0.20359937779551907
DeepSleepNet,8,3,0.521459412483177,0.3955790054150755,0.37135518107658,0.19367202877029355
DeepSleepNet,8,4,0.4891101973840249,0.3988165539127129,0.4214017557230361,0.23602664416015973
DeepSleepNet,8,5,0.4647694621243939,0.4831248251411434,0.5661218844384227,0.35945358935044613
DeepSleepNet,8,6,0.44486483773018454,0.4335640736933864,0.5131114686538516,0.306066725366992
DeepSleepNet,8,7,0.43069526069835007,0.4185429010618211,0.47305727270161174,0.2773480703044704
DeepSleepNet,8,8,0.4168811726513766,0.5098403689487279,0.6800745194343297,0.480204126272067
DeepSleepNet,8,9,0.4075984211924792,0.4081868626800246,0.5846388347870268,0.37505932601091396
DeepSleepNet,8,10,0.3990811133708796,0.5073777478576053,0.7033618426623761,0.5049147473945924
DeepSleepNet,8,11,0.3870439626857744,0.4999768495083747,0.6282778671634629,0.4255650902855932
DeepSleepNet,8,12,0.3800507465399467,0.5214685726094207,0.722076382420188,0.52689821843437
DeepSleepNet,8,13,0.37139661607660585,0.5962551829753602,0.81432240946171,0.6553006196917222
DeepSleepNet,8,14,0.3652390416103897,0.5707751980385343,0.7862364862957631,0.6162222556115171
DeepSleepNet,8,15,0.3571828639676385,0.5355598919278799,0.7362181387077653,0.5507149988110887
DeepSleepNet,8,16,0.3498738107388183,0.5571221025707729,0.7635137042368815,0.5823854605081373
DeepSleepNet,8,17,0.34484328304199463,0.6169040253296224,0.8173427047167414,0.6608199977449264
DeepSleepNet,8,18,0.3379693861196509,0.5717315024638687,0.7459000197589409,0.5615316198061557
DeepSleepNet,8,19,0.3302995204538036,0.5865889283192302,0.7436418550822819,0.5623114048737597
DeepSleepNet,8,20,0.3214346524601005,0.5862846027603446,0.77875631580433,0.6064563378511976
DeepSleepNet,8,21,0.3194458577086176,0.582112978183575,0.8157055353261636,0.6563665673772549
DeepSleepNet,8,22,0.31420699141690633,0.5712147659687057,0.7945634685409434,0.6230890994408225
DeepSleepNet,8,23,0.3080994009126163,0.5859231290545445,0.7932367967934062,0.6265376489457706
DeepSleepNet,8,24,0.3006577957078075,0.5404330797652084,0.7873937956925509,0.61228175045746
DeepSleepNet,8,25,0.29721398760628476,0.6422453383120293,0.8345329833178085,0.6880969037501372
DeepSleepNet,8,26,0.29010982177006717,0.5941867110206329,0.7797724899088266,0.6098146993497896
DeepSleepNet,8,27,0.2873607665582188,0.617531166196908,0.8349563891946821,0.6881861451755587
DeepSleepNet,8,28,0.2817944960637859,0.6643211833132556,0.8383718632681288,0.6942478864718622
DeepSleepNet,8,29,0.2783340064716255,0.5908616166107146,0.8112738871482202,0.6516773405873174
DeepSleepNet,8,30,0.2731872442308329,0.6166694955474767,0.8442148643689841,0.700624649049912
DeepSleepNet,8,31,0.2669945994466896,0.6081338622185714,0.8343918480255172,0.684639584145251
DeepSleepNet,8,32,0.26162531559419405,0.58718714340304,0.7966804979253111,0.6305653235379173
DeepSleepNet,8,33,0.25882833261157323,0.6722631941068615,0.8521184407372908,0.7146850644720611
DeepSleepNet,8,34,0.25244972049203607,0.6083540802077019,0.8476585655008891,0.7050352124665711
DeepSleepNet,8,35,0.249743708922367,0.662334178154055,0.8571146300843989,0.722447870058271
DeepSleepNet,8,36,0.24627729618027983,0.6444291769636237,0.8473762949163067,0.7056420620558308
DeepSleepNet,8,37,0.2417511475723827,0.6672993972462649,0.8533039771925368,0.7182873195370827
DeepSleepNet,8,38,0.23792432936934432,0.6414135541419161,0.8553363254015299,0.7195009597087921
DeepSleepNet,8,39,0.23348665454867462,0.6405450046921121,0.8637762158805431,0.7324258251617111
DeepSleepNet,8,40,0.22852114242442112,0.6565061053009696,0.8550540548169475,0.7171724250004616
DeepSleepNet,8,41,0.22470476725810246,0.6305848724799622,0.8586953453580602,0.7246203265656838
DeepSleepNet,8,42,0.22278150682366205,0.6545738858964101,0.8627600417760465,0.730914687658951
DeepSleepNet,8,43,0.22073311544690571,0.6681630546130347,0.8667682840771164,0.738756665792478
DeepSleepNet,8,44,0.21595740666168237,0.6151114357033552,0.8373274621051741,0.6896321024364463
DeepSleepNet,8,45,0.21340851403649536,0.6544613231759067,0.865074660569622,0.7351351894048621
DeepSleepNet,8,46,0.20722240438997463,0.6478397014233173,0.8554210065769047,0.7192342410754622
DeepSleepNet,8,47,0.20608949859232487,0.6631188827706758,0.857481581844356,0.7228197679824222
DeepSleepNet,8,48,0.20443562303469395,0.6590921731320043,0.8713692946058091,0.744138191905318
DeepSleepNet,9,1,0.824166972039986,0.26681621813897627,0.18343114196332747,0.08534695066399745
DeepSleepNet,9,2,0.5784968625603962,0.34122887301925575,0.25250610828214554,0.1361578927847249
DeepSleepNet,9,3,0.5251664566001256,0.4027905372545589,0.3642362934715594,0.19505254644122294
DeepSleepNet,9,4,0.4909086251942416,0.37033963608981924,0.355764619916425,0.1910239269495989
DeepSleepNet,9,5,0.4680071386317374,0.39137668014655647,0.359623684150435,0.19743963006652487
DeepSleepNet,9,6,0.45027090934053376,0.3850111832672328,0.36026305573950174,0.2002589458947358
DeepSleepNet,9,7,0.43554241421870216,0.49909145390230736,0.5817596419519101,0.3864866328560914
DeepSleepNet,9,8,0.41909773535168443,0.48305042640022855,0.5622131390861553,0.36616505059008697
DeepSleepNet,9,9,0.4122952326252742,0.530136080367528,0.6663165346059873,0.46573850456104804
DeepSleepNet,9,10,0.4004371085717216,0.46311942155349595,0.5642682620510128,0.3625749866898712
DeepSleepNet,9,11,0.39454063551496865,0.5604312781141754,0.6188203594181718,0.4272878085712434
DeepSleepNet,9,12,0.3857219596527474,0.5640583857571185,0.6432763226999749,0.4472255319293481
DeepSleepNet,9,13,0.3760456624306781,0.5926724907386788,0.7020300047952869,0.5176675323970625
DeepSleepNet,9,14,0.36614484313138956,0.6371834400061192,0.7898979288927455,0.6279369315638835
DeepSleepNet,9,15,0.3620951087634131,0.6987462293413395,0.8294019592172265,0.6885520490056534
DeepSleepNet,9,16,0.35665519765780207,0.6112471664031526,0.7397757632498344,0.5609423194914012
DeepSleepNet,9,17,0.34979845175158497,0.6901053376944379,0.8162035028429201,0.6722639108531592
DeepSleepNet,9,18,0.3441864181410042,0.7112427595303774,0.8325531477633412,0.6980729110504995
DeepSleepNet,9,19,0.3397997128643138,0.6609490284488151,0.7750553741465531,0.615214255230252
DeepSleepNet,9,20,0.33156478254843125,0.6916915591656217,0.8313429086840363,0.6914236550657263
DeepSleepNet,9,21,0.32513237568673153,0.7065352633906116,0.8220263512433494,0.6825288963041507
DeepSleepNet,9,22,0.321123503102079,0.7219509377808405,0.8553193432740392,0.7311760072230093
DeepSleepNet,9,23,0.3120687481448512,0.6884667704012308,0.8085767131733382,0.661962378214521
DeepSleepNet,9,24,0.31111120532361536,0.6594136372430335,0.7557828876761126,0.5939257450462425
DeepSleepNet,9,25,0.30155213387064533,0.7415539855005753,0.8566894252506109,0.7360813716587249
DeepSleepNet,9,26,0.2983004752789658,0.7312986806481899,0.869225675336241,0.7536225637552997
DeepSleepNet,9,27,0.291658903949406,0.7176447186457222,0.845294910145457,0.716438515678923
DeepSleepNet,9,28,0.28874731602615566,0.7415101888290023,0.8778800264882516,0.7677151061842693
DeepSleepNet,9,29,0.28274044212876265,0.733860965829809,0.8715091452971936,0.7571415441018132
DeepSleepNet,9,30,0.27833943105447545,0.7404433405230051,0.8694311876327266,0.7546985094082364
DeepSleepNet,9,31,0.27371408336844133,0.765588731424578,0.8937501427168726,0.7961055089901402
DeepSleepNet,9,32,0.26799116061639305,0.7744133276404839,0.9009430730938734,0.8083898227920764
DeepSleepNet,9,33,0.2669363281405361,0.7516009383735823,0.8803005046468614,0.7725764685251253
DeepSleepNet,9,34,0.25950354226505573,0.7150013350456657,0.8422122256981709,0.7096983703477286
DeepSleepNet,9,35,0.2548726523284319,0.7484414836700436,0.8626264471490878,0.7439550972791794
DeepSleepNet,9,36,0.2527738195824331,0.733537382108981,0.8597036055990683,0.7378908565598712
DeepSleepNet,9,37,0.24519400587823822,0.7663778942440624,0.8917863585504533,0.7912253121197274
DeepSleepNet,9,38,0.2437846050445784,0.7760163700970533,0.899709999314959,0.8066979681072846
DeepSleepNet,9,39,0.2413073519795361,0.7522438156673927,0.8793871166624803,0.771055333861075
DeepSleepNet,9,40,0.23578647737196448,0.7714404843104592,0.8934761263215583,0.7956947677784801
DeepSleepNet,9,41,0.2312048028997233,0.7377286722134744,0.8694768570319458,0.7547019796449244
DeepSleepNet,9,42,0.2296636885464649,0.7721354731820707,0.89966432991574,0.8051566416821789
DeepSleepNet,9,43,0.22358330558170342,0.7772950641431644,0.9037974105450642,0.8128451216274608
DeepSleepNet,9,44,0.2225331542562093,0.7759362805793105,0.8988194460301875,0.8045659681983646
DeepSleepNet,9,45,0.219295734312607,0.783227941725683,0.9060352111067979,0.8172507979601087
DeepSleepNet,9,46,0.21427578389494467,0.780974040224181,0.9050761537231977,0.8150010783740759
DeepSleepNet,9,47,0.21241321998171064,0.7773838726717515,0.9067430867946932,0.8180184416946539
DeepSleepNet,9,48,0.20914035675164147,0.7848570999042483,0.9106934898271414,0.8248904471738258
DeepSleepNet,9,49,0.20395038488379996,0.7732854120422059,0.8988651154294065,0.8042262599950549
DeepSleepNet,9,50,0.20180755977352613,0.7779372539774174,0.9041627657388167,0.8137296913805518
MambaSleep,0,1,0.9219604677272523,0.659470254939999,0.8324464424973622,0.6795568576088191
MambaSleep,0,2,0.6263953149318695,0.7138315540886296,0.8596953988715079,0.7262506020387869
MambaSleep,0,3,0.5538857905349842,0.7019212472873736,0.8493050139914675,0.714731944285963
MambaSleep,0,4,0.5083582872742807,0.6965791189634492,0.8515757603559796,0.717316464792174
MambaSleep,0,5,0.47426921332157934,0.6952327214504967,0.8318730216982431,0.6875207856102761
MambaSleep,0,6,0.4477029104821014,0.7147995342619289,0.8467590256433781,0.7120945956922757
MambaSleep,0,7,0.4204378629770888,0.7183674156752458,0.8551309693105188,0.7247888598907084
MambaSleep,0,8,0.39692051028979314,0.692986318627945,0.8340749575668609,0.6919328133479894
MambaSleep,0,9,0.37582854256345255,0.7221796140667716,0.8567136107160879,0.7275438622223426
MambaSleep,0,10,0.3517964069924758,0.7149916633985319,0.8532501490894078,0.7225576406758836
MambaSleep,0,11,0.3305925816799365,0.7100871059290004,0.8473324464424974,0.7129512255871424
MambaSleep,0,12,0.3140790553696344,0.7084995436737364,0.8588237992568466,0.7284044497925635
MambaSleep,0,13,0.29390758333128814,0.7141002204319981,0.8574934630028901,0.7281966311682937
MambaSleep,0,14,0.2794632569519526,0.7077135422060925,0.8477223725858984,0.712233889060471
MambaSleep,0,15,0.2620309330559644,0.7218523667517392,0.8628148080187165,0.7366345648641779
MambaSleep,0,16,0.24724609721653465,0.6965786396938629,0.8404284600211018,0.6987049446562488
MambaSleep,0,17,0.23501849834941832,0.7240248913164061,0.8672186797559521,0.7422735369214017
MambaSleep,0,18,0.2200988772450676,0.7116495414893764,0.862172576723703,0.7342874932004326
MambaSleep,0,19,0.20992927845739626,0.7081122393219863,0.8650626175512638,0.7391506588249417
MambaSleep,0,20,0.19837355684587912,0.7040752232609353,0.8641680811046378,0.7344844599672216
MambaSleep,0,21,0.18953712989879276,0.7254167629894488,0.8754759392632689,0.75439227087104
MambaSleep,0,22,0.17935566703588385,0.7154516174033996,0.864649754575898,0.7388051416835856
MambaSleep,0,23,0.17058266747116516,0.7157054479391675,0.8610027982934997,0.7330229616909159
MambaSleep,0,24,0.16276227607553864,0.7238749178302989,0.8709115097022799,0.7490489387623791
MambaSleep,0,25,0.15365966418868499,0.7146130014178371,0.8652231753750173,0.7388198516478708
MambaSleep,0,26,0.14886549683326658,0.7186213978062461,0.8731134455708978,0.7510192542878293
MambaSleep,0,27,0.1429348957359483,0.7211125187737746,0.8793752006972797,0.7602967587913265
MambaSleep,0,28,0.13713614001809257,0.719002745936848,0.8735033717142988,0.7525340716770217
MambaSleep,0,29,0.13003687343249717,0.7265562768312989,0.8790770218817376,0.7594638484493121
MambaSleep,0,30,0.12535539529155373,0.7124973743327871,0.8774485068122391,0.7566211781844059
MambaSleep,0,31,0.12052373278349286,0.7253531637029543,0.8726317720996376,0.7506895581805901
MambaSleep,0,32,0.11624982908382762,0.7118663186893485,0.8754071287673747,0.7529791154237272
MambaSleep,0,33,0.11079389786287307,0.7165049544832984,0.873985045185559,0.7513430826390384
MambaSleep,0,34,0.1061396818290547,0.7272967096147639,0.877654938299922,0.7590939826598186
MambaSleep,0,35,0.10207593704014284,0.719652726260893,0.8721271617964127,0.7479365962691917
MambaSleep,0,36,0.09931447158220537,0.7217873194243277,0.8816688838937566,0.7613550980067036
MambaSleep,0,37,0.09555198064288206,0.7237291394947444,0.8752236341116565,0.7538214508023333
MambaSleep,0,38,0.0928130124722156,0.7256306765890425,0.8780907381072526,0.7591808527592933
MambaSleep,0,39,0.08803474606173213,0.7266664268496521,0.8799715583283637,0.7617849801151757
MambaSleep,0,40,0.08664788106857499,0.7206481414149414,0.8754071287673747,0.7542245473285785
MambaSleep,0,41,0.08288988074377655,0.722455603042902,0.8825175466764531,0.7639854501776954
MambaSleep,0,42,0.08187155083832838,0.7259044734798448,0.8771732648286619,0.7572986149693361
MambaSleep,0,43,0.07776490772040442,0.7297041606038405,0.8816688838937566,0.7643057595102876
MambaSleep,0,44,0.07566162149541235,0.7191144376673104,0.8783201064269003,0.7573700731479105
MambaSleep,0,45,0.0725475142448005,0.7175022434610281,0.87884765356209,0.7581652944489663
MambaSleep,0,46,0.07078681387430315,0.7187244514916229,0.8762328547181063,0.7544691173638023
MambaSleep,0,47,0.0693162379309264,0.727451042996164,0.8803844213037295,0.7621820347713839
MambaSleep,0,48,0.06618783190906953,0.7192977103709698,0.8711408780219276,0.7474116146462477
MambaSleep,0,49,0.06474359523488489,0.7267372366109576,0.8826781045002065,0.7656118067724419
MambaSleep,0,50,0.0630256076397845,0.7179315371129915,0.8767374650213312,0.7535172001919366
MambaSleep,1,1,0.9541992951576168,0.5681063709199805,0.7396067013507709,0.5522917152085438
MambaSleep,1,2,0.641013773794862,0.5886302840823128,0.759581881533101,0.5836355829154588
MambaSleep,1,3,0.5546587839030404,0.6589860924257891,0.797551429526037,0.6400921294947295
MambaSleep,1,4,0.5017988162256395,0.6375595024184317,0.7774807885065153,0.6147916831473739
MambaSleep,1,5,0.46637178946168034,0.675536568204602,0.8141854804066632,0.6652249406323175
MambaSleep,1,6,0.4348581774893483,0.6331376483666923,0.7603932986492291,0.5930599237507717
MambaSleep,1,7,0.40859252626490766,0.675720624082427,0.822562168870221,0.6772500981441213
MambaSleep,1,8,0.38346107214470654,0.6478010462204115,0.8061190396639778,0.6512756897776483
MambaSleep,1,9,0.36191475112309957,0.6760457953947929,0.8146150541740251,0.6658195151908528
MambaSleep,1,10,0.3363916049158078,0.6713591523990774,0.8192687699871127,0.6717527509073712
MambaSleep,1,11,0.3215188321063163,0.6631400119534726,0.8287432580783733,0.6836026585029464
MambaSleep,1,12,0.2999316565164144,0.6897489057266551,0.8367858336117607,0.6977391796461283
MambaSleep,1,13,0.2827481942137471,0.6799270334188886,0.8235406424514343,0.6781056909714878
MambaSleep,1,14,0.266607437078775,0.6905171770610085,0.8417259319364231,0.7053847867767439
MambaSleep,1,15,0.2504569593990053,0.6725057090578825,0.8204143000334113,0.6733044414093163
MambaSleep,1,16,0.23682963439698324,0.6715497978306377,0.8191494439406234,0.6698374335613344
MambaSleep,1,17,0.22526347728805904,0.6854684827060665,0.8468092215168727,0.7122334320945989
MambaSleep,1,18,0.21177085406331386,0.679395605170946,0.8236599684979238,0.6786796801776113
MambaSleep,1,19,0.19989193440175873,0.6876051779481602,0.8417259319364231,0.7047791713833558
MambaSleep,1,20,0.19088216832768362,0.6694329990203002,0.835067538542313,0.6930039988752201
MambaSleep,1,21,0.18248399479683572,0.6757777905101762,0.8458068827263615,0.7098833790513059
MambaSleep,1,22,0.17233303997000737,0.6744233938386259,0.8277170540785642,0.6832253442329522
MambaSleep,1,23,0.16597589653686673,0.692507803360902,0.8562121139802396,0.7257521014076289
MambaSleep,1,24,0.15865934233028614,0.6813569109419697,0.8491480120280654,0.7145746435297169
MambaSleep,1,25,0.15126897110387427,0.6822925420147677,0.8480502124003627,0.7126142776726787
